,coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,rain,snow
483,"{'lon': -74.39, 'lat': 5.36}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 67.93, 'feels_like': 72.54, 'temp_min': 67.93, 'temp_max': 67.93, 'pressure': 1018, 'humidity': 96, 'sea_level': 1018, 'grnd_level': 932}",,"{'speed': 2.59, 'deg': 101}",{'all': 86},1578282032,"{'country': 'CO', 'sunrise': 1578222476, 'sunset': 1578265033}",-18000,3687505,La Palma,200,{'3h': 1.19},
484,"{'lon': 44.22, 'lat': 17.54}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 51.4, 'feels_like': 48.78, 'temp_min': 51.4, 'temp_max': 51.4, 'pressure': 1017, 'humidity': 87, 'sea_level': 1017, 'grnd_level': 830}",,"{'speed': 3.74, 'deg': 98}",{'all': 0},1578282032,"{'country': 'SA', 'sunrise': 1578281690, 'sunset': 1578321722}",10800,103630,Najran,200,,
485,"{'lon': -67.58, 'lat': -39.03}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 64.4, 'feels_like': 58.33, 'temp_min': 64.4, 'temp_max': 64.4, 'pressure': 1010, 'humidity': 36}",10000.0,"{'speed': 5.82, 'deg': 270, 'gust': 31.09}",{'all': 0},1578282033,"{'type': 1, 'id': 8310, 'country': 'AR', 'sunrise': 1578301932, 'sunset': 1578355160}",-10800,3855065,General Roca,200,,
486,"{'lon': -76.9, 'lat': 34.88}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 37.99, 'feels_like': 32.05, 'temp_min': 33.8, 'temp_max': 42.8, 'pressure': 1022, 'humidity': 72}",16093.0,"{'speed': 3.65, 'deg': 218}",{'all': 1},1578281753,"{'type': 1, 'id': 5098, 'country': 'US', 'sunrise': 1578226541, 'sunset': 1578262173}",-18000,4470244,Havelock,200,,
487,"{'lon': -77.74, 'lat': 39.62}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 29.35, 'feels_like': 23.07, 'temp_min': 26.01, 'temp_max': 33.01, 'pressure': 1017, 'humidity': 75}",16093.0,"{'speed': 2.71, 'deg': 227}",{'all': 40},1578282033,"{'type': 1, 'id': 4074, 'country': 'US', 'sunrise': 1578227511, 'sunset': 1578261607}",-18000,4372777,Vardo,200,,
488,"{'lon': -2.98, 'lat': 53.41}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 45.77, 'feels_like': 37.18, 'temp_min': 43, 'temp_max': 48.2, 'pressure': 1020, 'humidity': 81}",10000.0,"{'speed': 11.41, 'deg': 180}",{'all': 90},1578282033,"{'type': 1, 'id': 1399, 'country': 'GB', 'sunrise': 1578299170, 'sunset': 1578326904}",0,2644210,Liverpool,200,,
489,"{'lon': -65.37, 'lat': -24.93}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 75.7, 'feels_like': 78.62, 'temp_min': 71.6, 'temp_max': 78.8, 'pressure': 1008, 'humidity': 78}",10000.0,"{'speed': 6.93, 'deg': 230}",{'all': 20},1578282033,"{'type': 1, 'id': 8267, 'country': 'AR', 'sunrise': 1578303503, 'sunset': 1578352527}",-10800,3838233,Humaita,200,,
490,"{'lon': -5.2, 'lat': 9.6}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 65.52, 'feels_like': 58.44, 'temp_min': 65.52, 'temp_max': 65.52, 'pressure': 1012, 'humidity': 21, 'sea_level': 1012, 'grnd_level': 970}",,"{'speed': 4.52, 'deg': 357}",{'all': 89},1578282033,"{'country': 'CI', 'sunrise': 1578292718, 'sunset': 1578334423}",0,2289049,Ferkessedougou,200,,
491,"{'lon': -52.96, 'lat': 5.38}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",model,"{'temp': 79.3, 'feels_like': 82, 'temp_min': 79.3, 'temp_max': 79.3, 'pressure': 1013, 'humidity': 78, 'sea_level': 1013, 'grnd_level': 1012}",,"{'speed': 10.45, 'deg': 59}",{'all': 24},1578282034,"{'country': 'GF', 'sunrise': 1578303757, 'sunset': 1578346315}",-10800,3380290,Sinnamary,200,,
492,"{'lon': 26.19, 'lat': 59.1}","[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13n'}]",model,"{'temp': 30.83, 'feels_like': 18.86, 'temp_min': 30.83, 'temp_max': 30.83, 'pressure': 1015, 'humidity': 95, 'sea_level': 1015, 'grnd_level': 1003}",,"{'speed': 14.32, 'deg': 209}",{'all': 100},1578282034,"{'country': 'EE', 'sunrise': 1578294416, 'sunset': 1578317652}",7200,588365,Vao,200,,{'3h': 2.69}
493,"{'lon': -65.02, 'lat': -0.41}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 80.1, 'feels_like': 86.9, 'temp_min': 80.1, 'temp_max': 80.1, 'pressure': 1010, 'humidity': 72, 'sea_level': 1010, 'grnd_level': 1003}",,"{'speed': 1.68, 'deg': 350}",{'all': 100},1578282034,"{'country': 'BR', 'sunrise': 1578219648, 'sunset': 1578263362}",-14400,3662489,Santa Isabel do Rio Negro,200,,
494,"{'lon': 10.65, 'lat': -3.44}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 81, 'feels_like': 89.91, 'temp_min': 81, 'temp_max': 81, 'pressure': 1009, 'humidity': 79, 'sea_level': 1009, 'grnd_level': 1009}",,"{'speed': 1.39, 'deg': 56}",{'all': 12},1578282034,"{'country': 'GA', 'sunrise': 1578287605, 'sunset': 1578331925}",3600,2399001,Mayumba,200,{'3h': 0.38},
495,"{'lon': 55.37, 'lat': 37.23}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 41, 'feels_like': 38.14, 'temp_min': 41, 'temp_max': 41, 'pressure': 1020, 'humidity': 100}",10000.0,"{'speed': 1.5, 'deg': 279}",{'all': 40},1578282034,"{'type': 1, 'id': 7492, 'country': 'IR', 'sunrise': 1578281564, 'sunset': 1578316494}",12600,132938,Minudasht,200,,
496,"{'lon': -78.32, 'lat': 44.3}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': 28.65, 'feels_like': 21.97, 'temp_min': 25, 'temp_max': 33.01, 'pressure': 1010, 'humidity': 100}",2414.0,"{'speed': 4.7, 'deg': 130}",{'all': 90},1578282034,"{'type': 1, 'id': 882, 'country': 'CA', 'sunrise': 1578228536, 'sunset': 1578260860}",-18000,6101645,Peterborough,200,,
497,"{'lon': 41.65, 'lat': 64.23}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 15.8, 'feels_like': 6.51, 'temp_min': 15.8, 'temp_max': 15.8, 'pressure': 1011, 'humidity': 92}",10000.0,"{'speed': 6.71, 'deg': 250}",{'all': 75},1578282035,"{'type': 1, 'id': 8922, 'country': 'RU', 'sunrise': 1578294062, 'sunset': 1578310583}",10800,549748,Kholmogory,200,,
498,"{'lon': 2.36, 'lat': 48.94}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 33.46, 'feels_like': 27.68, 'temp_min': 28, 'temp_max': 37.4, 'pressure': 1030, 'humidity': 86}",10000.0,"{'speed': 3.36, 'deg': 40}",{'all': 0},1578282035,"{'type': 1, 'id': 6540, 'country': 'FR', 'sunrise': 1578296620, 'sunset': 1578326891}",3600,2980916,Saint-Denis,200,,
499,"{'lon': 18.6, 'lat': 53.18}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 33.13, 'feels_like': 24.03, 'temp_min': 32, 'temp_max': 34, 'pressure': 1028, 'humidity': 86}",10000.0,"{'speed': 9.17, 'deg': 230}",{'all': 90},1578282035,"{'type': 1, 'id': 1688, 'country': 'PL', 'sunrise': 1578293919, 'sunset': 1578321794}",3600,3101787,Chelmza,200,,
500,"{'lon': 32.16, 'lat': -3.65}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 64, 'feels_like': 66.99, 'temp_min': 64, 'temp_max': 64, 'pressure': 1013, 'humidity': 96, 'sea_level': 1013, 'grnd_level': 880}",,"{'speed': 2.48, 'deg': 181}",{'all': 100},1578282035,"{'country': 'TZ', 'sunrise': 1578282420, 'sunset': 1578326782}",10800,154654,Masumbwe,200,{'3h': 1.75},
501,"{'lon': 123.72, 'lat': 11.14}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 81.25, 'feels_like': 82.09, 'temp_min': 81.25, 'temp_max': 81.25, 'pressure': 1012, 'humidity': 78, 'sea_level': 1012, 'grnd_level': 1012}",,"{'speed': 15.57, 'deg': 64}",{'all': 17},1578282035,"{'country': 'PH', 'sunrise': 1578261928, 'sunset': 1578303312}",28800,1685422,Sulangan,200,{'3h': 0.56},
502,"{'lon': 119.61, 'lat': 51.31}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 9.23, 'feels_like': -0.04, 'temp_min': 9.23, 'temp_max': 9.23, 'pressure': 1029, 'humidity': 86, 'sea_level': 1029, 'grnd_level': 930}",,"{'speed': 5.77, 'deg': 6}",{'all': 100},1578282035,"{'country': 'RU', 'sunrise': 1578269120, 'sunset': 1578298093}",32400,2019323,Nerchinskiy Zavod,200,,
503,"{'lon': -99.88, 'lat': 16.86}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 80.6, 'feels_like': 87.98, 'temp_min': 80.6, 'temp_max': 80.6, 'pressure': 1017, 'humidity': 78}",9656.0,"{'speed': 3.36, 'deg': 260}",{'all': 40},1578281988,"{'type': 1, 'id': 7103, 'country': 'MX', 'sunrise': 1578229790, 'sunset': 1578269958}",-21600,3533462,Acapulco,200,,
504,"{'lon': -171.6, 'lat': -13.87}","[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}]",stations,"{'temp': 89.28, 'feels_like': 97.66, 'temp_min': 89.01, 'temp_max': 89.6, 'pressure': 1009, 'humidity': 70}",10000.0,"{'speed': 6.93, 'deg': 340}",{'all': 40},1578282036,"{'type': 1, 'id': 7315, 'country': 'WS', 'sunrise': 1578330286, 'sunset': 1578376751}",50400,4035249,Lufilufi,200,,
505,"{'lon': 34.94, 'lat': 31.8}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 47.5, 'feels_like': 38.28, 'temp_min': 43, 'temp_max': 51.8, 'pressure': 1016, 'humidity': 57}",10000.0,"{'speed': 10.29, 'deg': 150}",{'all': 0},1578282036,"{'type': 1, 'id': 6845, 'country': 'IL', 'sunrise': 1578285656, 'sunset': 1578322212}",7200,6693679,Gizo,200,,
506,"{'lon': 22.43, 'lat': 39.42}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 41.16, 'feels_like': 31.86, 'temp_min': 39.2, 'temp_max': 42.8, 'pressure': 1017, 'humidity': 83}",10000.0,"{'speed': 11.41, 'deg': 330, 'gust': 23.04}",{'all': 90},1578281774,"{'type': 1, 'id': 6607, 'country': 'GR', 'sunrise': 1578289834, 'sunset': 1578324039}",7200,262462,Chara,200,,
507,"{'lon': -97.95, 'lat': 26.05}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 60.37, 'feels_like': 56.91, 'temp_min': 55, 'temp_max': 66, 'pressure': 1024, 'humidity': 72}",16093.0,"{'speed': 6.93, 'deg': 170}",{'all': 40},1578282036,"{'type': 1, 'id': 6100, 'country': 'US', 'sunrise': 1578230389, 'sunset': 1578268432}",-21600,3520271,Nuevo Progreso,200,,
508,"{'lon': -82.53, 'lat': 33.19}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 40.62, 'feels_like': 36.28, 'temp_min': 35.6, 'temp_max': 46.4, 'pressure': 1024, 'humidity': 93}",16093.0,"{'speed': 3.36, 'deg': 280}",{'all': 1},1578282037,"{'type': 1, 'id': 4414, 'country': 'US', 'sunrise': 1578227642, 'sunset': 1578263775}",-18000,4231997,Avera,200,,
509,"{'lon': -13.3, 'lat': 12.49}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 62.42, 'feels_like': 54.43, 'temp_min': 62.42, 'temp_max': 62.42, 'pressure': 1013, 'humidity': 15, 'sea_level': 1013, 'grnd_level': 1001}",,"{'speed': 4.43, 'deg': 41}",{'all': 0},1578282037,"{'country': 'GN', 'sunrise': 1578294960, 'sunset': 1578336070}",0,2418596,Koundara,200,,
510,"{'lon': 97.04, 'lat': 40.29}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 21.27, 'feels_like': 7.63, 'temp_min': 21.27, 'temp_max': 21.27, 'pressure': 1029, 'humidity': 54, 'sea_level': 1029, 'grnd_level': 861}",,"{'speed': 13.67, 'deg': 91}",{'all': 100},1578282037,"{'country': 'CN', 'sunrise': 1578272081, 'sunset': 1578305970}",28800,1528998,Yumen,200,,
511,"{'lon': 9.81, 'lat': 3.63}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",model,"{'temp': 75.51, 'feels_like': 84.34, 'temp_min': 75.51, 'temp_max': 75.51, 'pressure': 1010, 'humidity': 93, 'sea_level': 1010, 'grnd_level': 1004}",,"{'speed': 1.01, 'deg': 98}",{'all': 39},1578282037,"{'country': 'CM', 'sunrise': 1578288513, 'sunset': 1578331420}",3600,2225940,Yatou,200,,
512,"{'lon': -85.27, 'lat': 41.44}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 38.7, 'feels_like': 25.3, 'temp_min': 35.6, 'temp_max': 41, 'pressure': 1012, 'humidity': 74}",16093.0,"{'speed': 17.22, 'deg': 270}",{'all': 90},1578282037,"{'type': 1, 'id': 3554, 'country': 'US', 'sunrise': 1578229645, 'sunset': 1578263088}",-18000,4922252,Kendallville,200,,
513,"{'lon': 0.9, 'lat': 5.79}","[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",stations,"{'temp': 69.8, 'feels_like': 72.68, 'temp_min': 69.8, 'temp_max': 69.8, 'pressure': 1011, 'humidity': 77}",2800.0,"{'speed': 2.24, 'deg': 340}",{'all': 100},1578282038,"{'type': 1, 'id': 1218, 'country': 'GH', 'sunrise': 1578290868, 'sunset': 1578333343}",0,2304548,Anloga,200,,
514,"{'lon': -104.67, 'lat': 23.99}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 46.4, 'feels_like': 39.6, 'temp_min': 46.4, 'temp_max': 46.4, 'pressure': 1030, 'humidity': 36}",12874.0,"{'speed': 3.36, 'deg': 190}",{'all': 20},1578282038,"{'type': 1, 'id': 7113, 'country': 'MX', 'sunrise': 1578231751, 'sunset': 1578270297}",-21600,4011743,Constitucion,200,,
515,"{'lon': 131.25, 'lat': -0.86}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 90.1, 'feels_like': 95.95, 'temp_min': 90.1, 'temp_max': 90.1, 'pressure': 1008, 'humidity': 56, 'sea_level': 1008, 'grnd_level': 997}",,"{'speed': 5.26, 'deg': 343}",{'all': 72},1578282038,"{'country': 'ID', 'sunrise': 1578258910, 'sunset': 1578302714}",32400,1626542,Sorong,200,,
516,"{'lon': -76.42, 'lat': 40.34}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 32.02, 'feels_like': 23.67, 'temp_min': 30, 'temp_max': 34, 'pressure': 1016, 'humidity': 76}",16093.0,"{'speed': 6.93, 'deg': 271}",{'all': 90},1578281966,"{'type': 1, 'id': 5000, 'country': 'US', 'sunrise': 1578227321, 'sunset': 1578261163}",-18000,5197517,Lebanon,200,,
517,"{'lon': 67.8, 'lat': 66.56}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 11.55, 'feels_like': -1.08, 'temp_min': 11.55, 'temp_max': 11.55, 'pressure': 1000, 'humidity': 86, 'sea_level': 1000, 'grnd_level': 993}",,"{'speed': 11.97, 'deg': 231}",{'all': 0},1578282038,"{'country': 'RU', 'sunrise': 1578290496, 'sunset': 1578301594}",18000,1512019,Aksarka,200,,
518,"{'lon': -78.7, 'lat': 26.54}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 67.32, 'feels_like': 59.88, 'temp_min': 67.32, 'temp_max': 67.32, 'pressure': 1023, 'humidity': 64, 'sea_level': 1023, 'grnd_level': 1023}",,"{'speed': 15.79, 'deg': 19}",{'all': 1},1578282038,"{'country': 'BS', 'sunrise': 1578225830, 'sunset': 1578263749}",-18000,3572375,Freeport,200,,
519,"{'lon': 147.27, 'lat': -2.02}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 85.35, 'feels_like': 90.3, 'temp_min': 85.35, 'temp_max': 85.35, 'pressure': 1007, 'humidity': 69, 'sea_level': 1007, 'grnd_level': 1006}",,"{'speed': 8.57, 'deg': 301}",{'all': 68},1578282039,"{'country': 'PG', 'sunrise': 1578254948, 'sunset': 1578298984}",36000,2092164,Lorengau,200,,
520,"{'lon': -10.8, 'lat': 6.33}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,"{'temp': 68, 'feels_like': 69.08, 'temp_min': 68, 'temp_max': 68, 'pressure': 1011, 'humidity': 88}",6000.0,"{'speed': 6.93, 'deg': 30}",{'all': 20},1578282039,"{'type': 1, 'id': 2389, 'country': 'LR', 'sunrise': 1578293731, 'sunset': 1578336098}",0,2274895,Monrovia,200,,
521,"{'lon': 36.99, 'lat': -6.84}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 68.16, 'feels_like': 73.29, 'temp_min': 68.16, 'temp_max': 68.16, 'pressure': 1011, 'humidity': 94, 'sea_level': 1011, 'grnd_level': 952}",,"{'speed': 1.36, 'deg': 303}",{'all': 100},1578282039,"{'country': 'TZ', 'sunrise': 1578280938, 'sunset': 1578325945}",10800,157403,Kilosa,200,,
522,"{'lon': 49.82, 'lat': 7.98}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,"{'temp': 78.91, 'feels_like': 81.1, 'temp_min': 78.91, 'temp_max': 78.91, 'pressure': 1013, 'humidity': 82, 'sea_level': 1013, 'grnd_level': 1011}",,"{'speed': 12.41, 'deg': 47}",{'all': 39},1578282039,"{'country': 'SO', 'sunrise': 1578279345, 'sunset': 1578321378}",10800,60019,Eyl,200,,
523,"{'lon': 7.07, 'lat': 5.43}","[{'id': 761, 'main': 'Dust', 'description': 'dust', 'icon': '50n'}]",stations,"{'temp': 69.8, 'feels_like': 75.09, 'temp_min': 69.8, 'temp_max': 69.8, 'pressure': 1009, 'humidity': 88}",800.0,"{'speed': 0.83, 'deg': 282}",{'all': 2},1578282039,"{'type': 1, 'id': 1170, 'country': 'NG', 'sunrise': 1578289351, 'sunset': 1578331898}",3600,2337542,Naze,200,,
524,"{'lon': -151.26, 'lat': 60.55}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': -3.05, 'feels_like': -15.45, 'temp_min': -11.2, 'temp_max': 1, 'pressure': 1011, 'humidity': 77}",16093.0,"{'speed': 10.29, 'deg': 40}",{'all': 90},1578282039,"{'type': 1, 'id': 7680, 'country': 'US', 'sunrise': 1578251391, 'sunset': 1578273027}",-32400,5866063,Kenai,200,,
525,"{'lon': 58.98, 'lat': 51.38}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 26.6, 'feels_like': 16.86, 'temp_min': 26.6, 'temp_max': 26.6, 'pressure': 1020, 'humidity': 86}",10000.0,"{'speed': 8.95, 'deg': 300}",{'all': 90},1578282039,"{'type': 1, 'id': 9040, 'country': 'RU', 'sunrise': 1578283688, 'sunset': 1578312636}",18000,518418,Novoorsk,200,,
526,"{'lon': 143.21, 'lat': -9.07}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 89.58, 'feels_like': 95.49, 'temp_min': 89.58, 'temp_max': 89.58, 'pressure': 1008, 'humidity': 57, 'sea_level': 1008, 'grnd_level': 1004}",,"{'speed': 5.21, 'deg': 329}",{'all': 79},1578282040,"{'country': 'PG', 'sunrise': 1578255207, 'sunset': 1578300675}",36000,2098329,Daru,200,,
527,"{'lon': -12.19, 'lat': 12.56}","[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",stations,"{'temp': 66.2, 'feels_like': 62.56, 'temp_min': 66.2, 'temp_max': 66.2, 'pressure': 1016, 'humidity': 37}",3000.0,"{'speed': 2.24, 'deg': 40}",{'all': 46},1578282040,"{'type': 1, 'id': 2433, 'country': 'SN', 'sunrise': 1578294701, 'sunset': 1578335796}",0,2250645,Kedougou,200,,
528,"{'lon': 152.85, 'lat': -25.3}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 84.61, 'feels_like': 82.58, 'temp_min': 84.2, 'temp_max': 84.99, 'pressure': 1015, 'humidity': 54}",10000.0,"{'speed': 13.87, 'deg': 70}",{'all': 75},1578282040,"{'type': 1, 'id': 9501, 'country': 'AU', 'sunrise': 1578251058, 'sunset': 1578300195}",36000,2146219,Hervey Bay,200,,
529,"{'lon': 126.7, 'lat': 62.1}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",model,"{'temp': 5.79, 'feels_like': -1.98, 'temp_min': 5.79, 'temp_max': 5.79, 'pressure': 1020, 'humidity': 97, 'sea_level': 1020, 'grnd_level': 986}",,"{'speed': 3.04, 'deg': 152}",{'all': 100},1578282040,"{'country': 'RU', 'sunrise': 1578272020, 'sunset': 1578291789}",32400,2026861,Berdigestyakh,200,,{'3h': 0.25}
530,"{'lon': 21.24, 'lat': -28.46}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 69.8, 'feels_like': 64.78, 'temp_min': 69.8, 'temp_max': 69.8, 'pressure': 1013, 'humidity': 37}",10000.0,"{'speed': 5.82, 'deg': 190}",{'all': 0},1578282040,"{'type': 1, 'id': 1990, 'country': 'ZA', 'sunrise': 1578282246, 'sunset': 1578332199}",7200,945945,Upington,200,,
531,"{'lon': 105.32, 'lat': 50.61}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 4.55, 'feels_like': -2.83, 'temp_min': 4.55, 'temp_max': 4.55, 'pressure': 1037, 'humidity': 87, 'sea_level': 1037, 'grnd_level': 928}",,"{'speed': 2.04, 'deg': 267}",{'all': 76},1578282040,"{'country': 'RU', 'sunrise': 1578272353, 'sunset': 1578301721}",28800,2017979,Petropavlovka,200,,
532,"{'lon': -70.89, 'lat': -17.17}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 56.64, 'feels_like': 54.12, 'temp_min': 56.64, 'temp_max': 56.64, 'pressure': 1020, 'humidity': 73, 'sea_level': 1020, 'grnd_level': 775}",,"{'speed': 3.71, 'deg': 327}",{'all': 2},1578282041,"{'country': 'PE', 'sunrise': 1578219308, 'sunset': 1578266520}",-18000,3934608,Tucuman,200,,
533,"{'lon': 85.62, 'lat': 50.27}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 7.16, 'feels_like': -1.05, 'temp_min': 7.16, 'temp_max': 7.16, 'pressure': 1031, 'humidity': 61, 'sea_level': 1031, 'grnd_level': 822}",,"{'speed': 3.15, 'deg': 130}",{'all': 0},1578282041,"{'country': 'RU', 'sunrise': 1578276988, 'sunset': 1578306546}",25200,1488167,Ust-Koksa,200,,
534,"{'lon': -8.45, 'lat': 37.14}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 49.51, 'feels_like': 44.83, 'temp_min': 46.99, 'temp_max': 52, 'pressure': 1027, 'humidity': 81}",10000.0,"{'speed': 5.82, 'deg': 20}",{'all': 0},1578282041,"{'type': 1, 'id': 6892, 'country': 'PT', 'sunrise': 1578296867, 'sunset': 1578331834}",0,2267254,Lagoa,200,,
